"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1942478970525556779","Tue Jul 08 10:02:49 +0000 2025","3","@DS_yantie Menurut saya MBG bagus juga tetapi seharusnya di tujukan pada siswa - siswa miskin . Bukan di pukul rata . Dgn demikian kwalitas makanannya akan lebih bagus shg tujuan utama untuk mencegah stunting dpt tercapai .","1942524768114335779","","DS_yantie","in","","0","0","0","https://x.com/undefined/status/1942524768114335779","1415568161609424897",
"1942524024007049427","Tue Jul 08 09:59:52 +0000 2025","0","Munafri Arifuddin Dorong Aksi Nyata Cegah Kekerasan Domestik dan Stunting https://t.co/tfAZwsJuC2","1942524024007049427","","","in","","0","0","0","https://x.com/undefined/status/1942524024007049427","2850536882",
"1942523100240961869","Tue Jul 08 09:56:12 +0000 2025","0","Menteri BKKBN Apresiasi Capaian Penurunan Stunting di Kota Tangerang https://t.co/ULANPG16Ma","1942523100240961869","","","in","","0","0","0","https://x.com/undefined/status/1942523100240961869","2796850499",
"1942519191149711570","Tue Jul 08 09:47:57 +0000 2025","0","@bjiiiirr Tinggian prevalensi stunting bjir https://t.co/r4806gqEyi","1942521026526728507","https://pbs.twimg.com/media/GvU4lGkaYAI9La5.jpg","falseeureka","in","","0","0","0","https://x.com/undefined/status/1942521026526728507","1372123132434161666",
"1942513176215466081","Tue Jul 08 09:42:17 +0000 2025","1","@eajpark_iian Kalau lihat preview orang yg ama dia orang indo kayak stunting ","1942519600236863962","","eajpark_iian","in","","0","2","0","https://x.com/undefined/status/1942519600236863962","1485405893718310914",
"1942463066467361233","Tue Jul 08 09:37:17 +0000 2025","0","@Catatan_ali7 @CNNIndonesia Bahas hilirisasi kemenyan dan stunting...","1942518342495133939","","Catatan_ali7","in","","0","1","0","https://x.com/undefined/status/1942518342495133939","1931534836747169792",
"1942515240677392425","Tue Jul 08 09:25:04 +0000 2025","0","Program ini jadi wadah nyata keterlibatan generasi muda dalam isu strategis kota: sampah rumah tangga stunting urban farming dan UMKM. https://t.co/jWtcjkxjsi","1942515265633411151","https://pbs.twimg.com/media/GvUzU-BWgAAAZUx.jpg","munafri_arfdn","in","","0","1","0","https://x.com/undefined/status/1942515265633411151","1416751270665232384",
"1942509132709552524","Tue Jul 08 09:21:04 +0000 2025","0","@lunga_mbedil @Gendis_JKT48 @bestiegendis Stunning kocak bukan stunting ","1942514259826823474","","lunga_mbedil","in","","0","1","0","https://x.com/undefined/status/1942514259826823474","1872159028962549760",
"1942452217283502261","Tue Jul 08 09:04:24 +0000 2025","0","@curahanhatinim Tinggi ya dia. Orang Indonesia pada stunting ya. Maaf : )","1942510067758272589","","curahanhatinim","in","","0","1","0","https://x.com/undefined/status/1942510067758272589","890190837820162048",
"1942499974534868993","Tue Jul 08 08:24:18 +0000 2025","0","Babinsa Kelurahan Panjang Wetan Dampingi Penyerahan Paket GENTING Cegah Stunting Babinsa Kelurahan Panjang Wetan Koramil 19/Pekalongan Utara Kodim 0710/Pekalongan menghadiri kegiatan penyerahan paket GENTING (Gerakan Orang Tua Asuh Cegah Stunting). https://t.co/UYD4En3Ohv","1942499974534868993","https://pbs.twimg.com/media/GvUkvxkWAAA-SyX.jpg","","in","","0","0","0","https://x.com/undefined/status/1942499974534868993","845134633113026560",
"1942495314935763412","Tue Jul 08 08:05:47 +0000 2025","0","Angka Stunting di Bawah Nasional Kota Tangerang Tuai Apresiasi Mendukbangga Wihaji Informasi selengkapnya: https://t.co/R7JO54rjYk","1942495314935763412","","","in","","0","0","0","https://x.com/undefined/status/1942495314935763412","484490033",
"1942491934821642629","Tue Jul 08 07:52:21 +0000 2025","0","Dinas PU Bina Marga dan Cipta Karya Provinsi Jawa Tengah dalam melaksanakan Program Satu OPD Satu Desa Dampingan dalam menurunkan angka kemiskinan memberikan bantuan paket makanan tambahan (PMT) kepada balita stunting wasting dan underweight dan Paket Makanan Tambahan https://t.co/23Uo05yzVc","1942491934821642629","https://pbs.twimg.com/media/GvUeC_JW8AALdgD.jpg","","in","","0","1","0","https://x.com/undefined/status/1942491934821642629","2561211859",
"1942489625739801073","Tue Jul 08 07:43:11 +0000 2025","0","Apel Pagi Siap Kerja jajaran ASN dan Non-ASN Se-Kecamatan Rancasari di rangkai dengan program sedekah telur untuk pencegahan stunting di wilayah kecamatan rancasari 08 juli 2025 @rancasari_juara https://t.co/jidqQUXaI8","1942489625739801073","","","in","","0","0","0","https://x.com/undefined/status/1942489625739801073","1902848498",
"1942488876666474800","Tue Jul 08 07:40:12 +0000 2025","0","TNI Masuk Posyandu! Balita di Oepoli Tengah Disambut Ceria Stunting Ditantang Mundur! https://t.co/hiYdHDKBzF","1942488876666474800","","","in","","0","0","0","https://x.com/undefined/status/1942488876666474800","1921586215146663936",
"1942482535784800678","Tue Jul 08 07:15:00 +0000 2025","0","Aku ngomongin stunting baru tadi pagi itu doang gegara itu masuk top moots ","1942482535784800678","","","in","","0","1","0","https://x.com/undefined/status/1942482535784800678","885482720515600384",
"1942481571220500914","Tue Jul 08 07:11:10 +0000 2025","0","Wabup Buleleng Buka Rembuk Stunting 2025: Saatnya Bersatu Cegah Generasi Gagal Tumbuh https://t.co/Mb5v2oKXvd https://t.co/rrlgA2Kmzx","1942481571220500914","https://pbs.twimg.com/media/GvUUrolXEAAl7Cr.jpg","","in","","0","0","0","https://x.com/undefined/status/1942481571220500914","1559175427926605824",
"1942474564853715164","Tue Jul 08 06:43:20 +0000 2025","1","gue lah haters lele stunting itu BTW AKHIRNYA MAM CHEESECAKE SOALNYA BM BGT https://t.co/mR6RMt3W0y","1942474564853715164","https://pbs.twimg.com/media/GvUOUNWW8AAqGqQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1942474564853715164","1902918119187943424",
"1942468580639138101","Tue Jul 08 06:19:35 +0000 2025","5","Trus pembangunan pasca PON kawasan Kompleks Olahraga Sentani sama isu Asmat dia juga sangat tekankan betul makanya after urusan Gereja kelar. Mereka yang diminta untuk bantu soal stunting (saksinya yang jadi Wamendagri sekarang yang dari Papua). Kita tunggu aja Gibran kek mana","1942468587345829931","","FelixSGL1","in","","0","1","0","https://x.com/undefined/status/1942468587345829931","2862109627",
"1942404231711092995","Tue Jul 08 05:35:30 +0000 2025","0","@issapagethi issa cinta si stunting 。。","1942457495361851610","","issapagethi","in","","0","1","0","https://x.com/undefined/status/1942457495361851610","1650502317173616650",
"1942451517577126028","Tue Jul 08 05:34:47 +0000 2025","0","@kartika_so81763 Salfok bgt sama dew stunting","1942457314365079909","","kartika_so81763","in","","0","1","0","https://x.com/undefined/status/1942457314365079909","1618579289590620160",
"1942452633647612341","Tue Jul 08 05:16:11 +0000 2025","1","Walikota : SPALD-S Jadi Solusi Atasi Stunting di Kota Bengkulu Fokus Perbaiki Lingkungan Baca selengkapnya di... https://t.co/3LgnYxn3Rj","1942452633647612341","","","in","","0","0","0","https://x.com/undefined/status/1942452633647612341","4875390783",
"1942120649427959875","Tue Jul 08 05:15:23 +0000 2025","3","@detikcom Ckckck di saat masih banyak anak SMP ga bisa baca stunting.","1942452433067860031","","detikcom","in","","0","0","0","https://x.com/undefined/status/1942452433067860031","1887821814753296385",
"1942449791981482166","Tue Jul 08 05:06:21 +0000 2025","0","@acaelepyu WKWK stunting dia kak","1942450160547631195","","acaelepyu","in","","0","0","0","https://x.com/undefined/status/1942450160547631195","1703992272021585920",
"1942450153958564283","Tue Jul 08 05:06:20 +0000 2025","0","Dinkes Banda Aceh: Upaya Pencegahan Stunting Melalui Intervensi Terpadu di Tingkat Keluarga https://t.co/VETy0rG0DF","1942450153958564283","","","in","","0","0","0","https://x.com/undefined/status/1942450153958564283","3271056108",
"1942448591479468476","Tue Jul 08 05:00:07 +0000 2025","0","Kapolsek Dolok Masihul AKP H. D. SIMANJUNTAK S.H bersama dengan personil polsek dolok masihul melaksanakan kegiatan memberikan Bansos berupa sembako kepada keluarga stunting yg ada di desa Kuala bali kecamatan serba jadi kabupaten sergai di wilayah hukum Polsek Dolok Masihul. https://t.co/J1nrviOc20","1942448591479468476","https://pbs.twimg.com/media/GvT2r_VXEAAMfKC.jpg","","in","","0","0","0","https://x.com/undefined/status/1942448591479468476","1400036928129421318",
"1942445929552044100","Tue Jul 08 04:49:33 +0000 2025","0","Munafri Ajak Fatayat NU Tekan Kekerasan Rumah Tangga dan Stunting https://t.co/urb4OauEKQ","1942445929552044100","","","in","","0","0","0","https://x.com/undefined/status/1942445929552044100","1318859059781455873",
"1942444326132539550","Tue Jul 08 04:43:10 +0000 2025","0","wkwk pantesan gitasav ampe bilang orang indo banyak yang stunting ini contohnya","1942444326132539550","","","in","","0","0","0","https://x.com/undefined/status/1942444326132539550","987271343677685760",
"1942444199783325826","Tue Jul 08 04:42:40 +0000 2025","0","Babinsa Tipes Koramil 03 Serengan Kodim 0735 Surakarta Serka Sarmin dan Serka Anjasmoro hadiri giat Dapur Sehat atasi Stunting Bertmpt di Wilayah Kel. Tipes Kec. Serengan Kota Ska telah berlangsung kegiatan kunjungan Astrid Widayani S.E. S.S. M.B.A. (Wakil Walikota Surakarta) https://t.co/TzG438Ouuy","1942444199783325826","https://pbs.twimg.com/media/GvTytJkakAAPLhe.jpg","","in","","0","0","0","https://x.com/undefined/status/1942444199783325826","1500700900394151943",
"1942407558846898332","Tue Jul 08 04:37:22 +0000 2025","0","@cccheyy_ Matane stunting ik.... yo iyolah raono seng marake stress og selaine kuliah hahahaha","1942442866145648982","","cccheyy_","in","","0","0","0","https://x.com/undefined/status/1942442866145648982","1505852497671307268",
"1942441866215178514","Tue Jul 08 04:33:24 +0000 2025","0","Babinsa Tipes Koramil 03 Kodim 0735 /Ska Serka Sarmin dan Serka Anjasmoro menghadiri Dapur Sehat Stunting Selasa (8 Juli 2025) 07.30 Wib di Wilayah Kel. Tipes Rt 03/Rw 05 Kec. Serengan #babinsasurakarta #pendimsurakarta https://t.co/ACTz9mxPaC","1942441866215178514","","","in","","0","0","0","https://x.com/undefined/status/1942441866215178514","1500337839334375424",
"1942412941988696127","Tue Jul 08 04:28:09 +0000 2025","0","@cabbiesapple I called my ex yg tingginya 150 itu seperti budak kicik dan botol yakult tp lucu lucuan aja please kalo sampe bilang stunting keterlaluan juga","1942440544187097566","","cabbiesapple","in","","1","1","0","https://x.com/undefined/status/1942440544187097566","2683900188",
"1942439819533246967","Tue Jul 08 04:25:16 +0000 2025","8","Angka stunting nasional turun di bawah 20%! Prevalensi stunting berhasil turun dari 21 5% (2023) jadi 19 8% (2024). Diumumkan langsung oleh Menteri Kesehatan Budi Gunadi Sadikin dalam rapat kerja bersama Komisi IX DPR RI Selasa (1/7/2025). #GenerasiSehat #penjagaharapan https://t.co/aFHMgevKZD","1942439819533246967","https://pbs.twimg.com/media/GvTutqtWQAAWZXk.jpg","","in","","0","8","4","https://x.com/undefined/status/1942439819533246967","1919442948653252608",
"1942439547369132309","Tue Jul 08 04:24:11 +0000 2025","0","Babinsa Tipes Koramil 03 Serengan Kodim 0735 Surakarta Serka Sarmin dan Serka Anjasmoro menghadiri kegiatan Dapur Sehat atasi Stunting di Wilayah Kel. Tipes Rt 03/Rw 05 kgiatan kunjungan Ibu Astrid Widayani S.E. S.S. M.B.A. Wawali Surakarta #babinsasurakarta #pendimsurakarta https://t.co/FNDlfqk2Hj","1942439547369132309","https://pbs.twimg.com/media/GvTucCOa8AAmJBz.jpg","","in","","0","0","0","https://x.com/undefined/status/1942439547369132309","1620782772032765953",
"1942437300144857179","Tue Jul 08 04:15:23 +0000 2025","0","Ayo terus kita dukung dan bersama-sama berupaya agar setiap anak di Kota Tangerang tumbuh dengan optimal dan penuh potensi tanpa stunting‼️","1942437333032124869","","Kota_Tangerang","in","","0","0","0","https://x.com/undefined/status/1942437333032124869","484490033",
"1942437300144857179","Tue Jul 08 04:15:15 +0000 2025","0","emerintah Kota Tangerang terus berkomitmen dalam upaya menurunkan angka stunting demi masa depan generasi yang lebih sehat dan kuat. Melalui berbagai program dan upaya angka stunting berhasil turun. https://t.co/3eeahfpFDM","1942437300144857179","https://pbs.twimg.com/media/GvTsYyAXYAABXjT.jpg","","in","","0","1","0","https://x.com/undefined/status/1942437300144857179","484490033",
"1942407558846898332","Tue Jul 08 04:14:51 +0000 2025","1","@Suneoook ya ampun ma ex tbtb subur tdk stunting lg","1942437197690388984","","Suneoook","in","","0","2","0","https://x.com/undefined/status/1942437197690388984","1651884892488359937",
"1942436006386659372","Tue Jul 08 04:10:07 +0000 2025","1","Bhabinkamtibmas Polsek Bangun Hadir dengan Cinta Dukung Program Rumah Desa Sehat untuk Cegah Stunting https://t.co/K9SzeFTVIi. https://t.co/lIZqJruEmA","1942436006386659372","https://pbs.twimg.com/media/GvTrO3jaUAANmZA.jpg","","in","","0","0","0","https://x.com/undefined/status/1942436006386659372","1454510937268895748",
"1942271413223903397","Tue Jul 08 03:58:31 +0000 2025","0","@B3doel___ Kirain Fortuner/Pajero aja yg songong gak taunya Fortuner stunting jg ada yg ngeselin","1942433089411743813","","B3doel___","in","","0","0","0","https://x.com/undefined/status/1942433089411743813","210161526",
"1942145963596087602","Tue Jul 08 03:40:30 +0000 2025","0","@ideolize Dulu disebut loli skarang istilahnya stunting ya wkwkwk","1942428553666256904","","ideolize","in","","0","1","0","https://x.com/undefined/status/1942428553666256904","885482720515600384",
"1942422976798048328","Tue Jul 08 03:18:20 +0000 2025","0","Anggota Koramil 1411-07/Herlang Salurkan Bantuan Sembako kepada Anak Stunting di Kecamatan Herlang Bulukumba Anggota Koramil 1411-07/Herlang mebagikan bantuan berupa paket sembako disalurkan kepada dua anak yang mengalami kondisi stunting di Herlang. Selasa (08-07-2025) https://t.co/8lbsfLsQXP","1942422976798048328","https://pbs.twimg.com/media/GvTfZGhaMAAkGCO.jpg","","in","","0","0","0","https://x.com/undefined/status/1942422976798048328","1762647935723143168",
"1942417349392621672","Tue Jul 08 02:55:59 +0000 2025","0","Pemerintah Kota Tangerang terus berkomitmen dalam upaya menurunkan angka stunting demi masa depan generasi yang lebih sehat dan kuat. Melalui berbagai program dan upaya angka stunting berhasil turun. Ayo terus kita dukung bersama. https://t.co/n9zZNskHvi","1942417349392621672","https://pbs.twimg.com/media/GvTaSDjWEAIE7dm.jpg","","in","","0","0","0","https://x.com/undefined/status/1942417349392621672","2796850499",
"1942415048619745317","Tue Jul 08 02:46:50 +0000 2025","0","PEMBERIAN MAKAN TAMBAHAN UNTUK ANAK STUNTING TA 2025 - Website Resmi Desa Sembirkadipaten Kecamatan Prembun Kabupaten Kebumen https://t.co/ZwM58yVkQT","1942415048619745317","","","in","","0","0","0","https://x.com/undefined/status/1942415048619745317","3316994732",
"1942412941988696127","Tue Jul 08 02:38:28 +0000 2025","4","Bisa gak si lu pada NORMALISASI a women being short. Istg thinking that short women= literal kids. Norak tau gak dikira masing masing orang punya tinggi badan yg setara sama lu kah? Terus juga kadang sebel banget yang ngatain stunting stunting. It hurts :/","1942412941988696127","","","in","","0","1","0","https://x.com/undefined/status/1942412941988696127","1883835051529711616",
"1942359410183209297","Tue Jul 08 02:38:20 +0000 2025","0","@Mimittsue MAAP UDAH SERIUS BACA TP NGAKAK DI MODE STUNTING tapi bule behavior bgt anjrit ngurusin mode bocil wkwkw","1942412910287884609","","Mimittsue","in","","0","1","0","https://x.com/undefined/status/1942412910287884609","1510184976448647172",
"1942359410183209297","Tue Jul 08 02:30:18 +0000 2025","0","@sunshinekim22 terus dia masih ngeyel kalau cyrene itu anak kecil perkara leaker bilang kalau cyrene ada adult model. kan kocak aja anjir kita gatau storynya nanti gmn bisa cyrene yg dari mode stunting ke mode onee san tuh gmn. kita dianggep peramal kali ya","1942410886028886022","","Mimittsue","in","","0","1","0","https://x.com/undefined/status/1942410886028886022","1825878672173346816",
"1942403228420956306","Tue Jul 08 02:15:07 +0000 2025","1","@_vino_alvino Cara paling ekstrim. Lgsg bersaing sama foreign teammate? Org Wakanda pada stunting karena kurang gizi keju dan susu..belum bersaing teknik sepakbola dan sport intelligence dan cakap bahasa inggris kalo dapet coach asing","1942407066901176564","","_vino_alvino","in","","0","0","0","https://x.com/undefined/status/1942407066901176564","430689676",
"1942399669734416882","Tue Jul 08 01:45:43 +0000 2025","0","Pembicaraan ibu-ibu komplek 'mau daftarin anak stunting tp kelebihan gizi' Bukannya hrsnya seneng ya bisa memenuhi kebutuhan anak nyampe ga stunting? Mana alesannya biar dpt bantuan ","1942399669734416882","","","in","","0","0","0","https://x.com/undefined/status/1942399669734416882","915557263321923584",
"1942395711838118407","Tue Jul 08 01:30:00 +0000 2025","0","Stunting masih menjadi permasalahan serius yang membutuhkan perhatian dan penanganan bersama. Menyadari hal tersebut Yayasan Korindo memberikan dukungan nyata melalui program pembagian Nutrisi Kit yang ditujukan bagi para ibu hamil terpilih. Program ini akan berlangsung secara https://t.co/0AGsEG07e3","1942395711838118407","https://pbs.twimg.com/amplify_video_thumb/1942066638968213504/img/RCkQa6attrq61Oev.jpg","","in","","0","0","0","https://x.com/undefined/status/1942395711838118407","775978911662428160",
"1942256339016995098","Tue Jul 08 01:17:03 +0000 2025","0","@syelaaaaaaa Masa anak gedem mlenuk gitu stunting ","1942392455355380042","","syelaaaaaaa","in","","0","0","0","https://x.com/undefined/status/1942392455355380042","1533181340",
"1942390859309408487","Tue Jul 08 01:10:43 +0000 2025","0","Program makan bergizi gratis bertujuan agar siswa di Indonesia bisa lepas dari stunting serta mampu menyiapkan Indonesia menuju keemasan. #PenuhiGiziIndonesia https://t.co/XUpHTjcNzt","1942390859309408487","https://pbs.twimg.com/media/GvTCLhcW0AA0CND.jpg","","in","","0","0","0","https://x.com/undefined/status/1942390859309408487","1836761612616957952",
"1942390822928015823","Tue Jul 08 01:10:34 +0000 2025","0","Program makan bergizi gratis bertujuan agar siswa di Indonesia bisa lepas dari stunting serta mampu menyiapkan Indonesia menuju keemasan. #PenuhiGiziIndonesia https://t.co/5a8fHdWpVm","1942390822928015823","https://pbs.twimg.com/media/GvTCJnIaYAAnFRc.jpg","","in","","0","0","0","https://x.com/undefined/status/1942390822928015823","1836249740952104960",
"1942381875965878740","Tue Jul 08 00:35:01 +0000 2025","1","Program MBG bertujuan untuk mengurangi angka malnutrisi dan stunting serta meningkatkan kualitas pendidikan #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/4x5P21ZfCL","1942381875965878740","https://pbs.twimg.com/media/GvS6BXyX0AAVjmz.jpg","","in","","0","0","0","https://x.com/undefined/status/1942381875965878740","1356941787487588355",
"1942368235787280391","Mon Jul 07 23:40:49 +0000 2025","2","Babinsa Bontotengnga Koramil 06/Sinjai Borong Kodim 1424/Sinjai Laksanakan Pendampingan Posyandu di Dusun Tajjuru Desa Bontotengnga Kecamatan Sinjai Borong Kabupaten Sinjai sebagai bagian dari upaya mendukung program pemerintah dalam pencegahan stunting Selasa (08/07/2025) https://t.co/ye06duvLge","1942368235787280391","https://pbs.twimg.com/media/GvStnVmaYAAERom.jpg","","in","","0","0","0","https://x.com/undefined/status/1942368235787280391","1846390926341799936",
"1942036878598840378","Mon Jul 07 22:03:57 +0000 2025","0","@syinsyon yg putih stunting apa gimana","1942343857842315739","","syinsyon","in","","0","0","0","https://x.com/undefined/status/1942343857842315739","1258476510324731905",
"1942323669151408434","Mon Jul 07 20:48:12 +0000 2025","0","@endlessrove Iya jaman berubah waktu berganti. Tapi satu pasti: ruh dasar komunikasi tetap dari jaman jebot hingga kiamat: HATI NURANI AKAL BUDI. Mengasah tiga hal di atas tentu melalui selalu iqra menjauhi diri dari stunting iman. Sehingga beragama sekaligus beriman. ","1942324793279484203","","endlessrove","in","","0","1","0","https://x.com/undefined/status/1942324793279484203","19237217",
"1942277584248828094","Mon Jul 07 17:40:36 +0000 2025","0","Di Kabupaten Belitung Timur ini stunting mudah jga diatasi. Lihat bagian daging. Ini pendapat pribadiku mudahnya itu karena rata - rata orangnya makan daging berada tepat yang bagus dan seafood jga menyusul. https://t.co/6ulWrVMV0v","1942277584248828094","https://pbs.twimg.com/media/GvRbK1fXgAAolAD.jpg","","in","","1","0","0","https://x.com/undefined/status/1942277584248828094","1086831063450583042",
"1942263610685977052","Mon Jul 07 16:45:04 +0000 2025","0","Till kena stunting apa yeh","1942263610685977052","","","in","","0","0","0","https://x.com/undefined/status/1942263610685977052","895175286056157185",
"1942241822308553031","Mon Jul 07 15:18:30 +0000 2025","0","Duta pariwisata banten kayak main duta dutaan. Kocak bgt yg menang public speakingnya gagap backgroundnya model. Bener ga mempresentasikan sbg duta pariwisata. Menang krn Voting. 1 vote nya 20rb mending uangnya buat cegah stunting di pesisir jir.","1942241822308553031","","","in","","0","0","0","https://x.com/undefined/status/1942241822308553031","4766739289",
"1942241360234549578","Mon Jul 07 15:16:40 +0000 2025","0","Lebih dari 6 juta penerima manfaat di seluruh Indonesia telah merasakan langsung manfaat program Makan Bergizi Gratis (MBG). Bukan hanya menekan stunting MBG juga mendukung kualitas pendidikan dan ekonomi lokal. Dampaknya? Produksi bandeng di Rembang meningkat 3x lipat. https://t.co/iuCL9f0vyh","1942241360234549578","https://pbs.twimg.com/media/GvQ6N-SbMAAN0nP.jpg","","in","","0","1","0","https://x.com/undefined/status/1942241360234549578","275580050",
"1942240684322558285","Mon Jul 07 15:13:58 +0000 2025","1","Lebih dari 6 juta penerima manfaat di seluruh Indonesia telah merasakan langsung manfaat program Makan Bergizi Gratis (MBG). Bukan hanya menekan stunting MBG juga mendukung kualitas pendidikan dan ekonomi lokal. Dampaknya? Produksi bandeng di Rembang meningkat 3x lipat. https://t.co/PE44lRUfjl","1942240684322558285","https://pbs.twimg.com/media/GvQ5mrgXIAAazqP.jpg","","in","","0","1","0","https://x.com/undefined/status/1942240684322558285","1166311360898072577",
"1942237177586557215","Mon Jul 07 15:00:02 +0000 2025","0","Mendukbangga Wihaji: Bonus Demografi Harus Dioptimalkan Lewat Lapangan Kerja dan Penanganan Stunting https://t.co/UmWbqRJfy1","1942237177586557215","","","in","","0","0","0","https://x.com/undefined/status/1942237177586557215","1953620240",
